block_id,doc_id,block_type,content
Zurich_en_b176,Zurich_en,heading,10. Organization of Administration.
Zurich_en_b177,Zurich_en,text,"The administrative organization of the city of Zurich has differed from that of other Zurich municipalities since 1893, in which the unification of the old town with the suburbs gave legal sanction to the development into a metropolis, not inconsiderably. The communal assembly in the form of a traditional landsgemeinde ceased to exist in Zurich from this time; however, the totality of voting Swiss citizens domiciled in the city (the “community”) still exercises considerable influence on the conduct of municipal administration via the ballot. Such rights initially include the most important elections: city president, small city council, large city council, central school board, district school boards, primary and secondary schoolteachers, debt collection officers, and justices of the peace. Furthermore, the “community” must vote by mandatory referendum on the community ordinance, on resolutions of the large city council involving recurrent annual expenditure of more than 20,000 Fr. or one-time expenditures of more than 200,000 Fr. The optional referendum applies to all other resolutions of the large city council except elections, acceptance of accounts and management report, budget, setting of tax rates, and resolutions adopted with urgency clause. A referendum is deemed valid if requested within 20 days by 2,000 voters. Besides the referendum, there is the right of initiative: any qualified voter can submit a motion to the large city council, which must be submitted to a public vote if it falls within the community’s competence and if supported by 30 members of the large city council or 2,000 voters."
Zurich_en_b178,Zurich_en,text,Zurich: Escher Monument at Bahnhofplatz.
Zurich_en_b179,Zurich_en,text,"The large city council is elected in the five city districts for a term of three years. It currently consists of 125 members. Its most important functions are: election of cantonal jurors, tax commission, orphanage board, and several other committees; setting of the budget and tax rates; supervision of the entire city administration; approval of the annual accounts; enactment of ordinances; review of submissions to the community, etc."
Zurich_en_b180,Zurich_en,text,"The city council consists of nine members, each heading an administrative department. The nine departments are:"
Zurich_en_b181,Zurich_en,text,1) Administrative department of the city president;
Zurich_en_b182,Zurich_en,text,2) Finance;
Zurich_en_b183,Zurich_en,text,3) Taxation;
Zurich_en_b184,Zurich_en,text,4) Police;
Zurich_en_b185,Zurich_en,text,5) Health;
Zurich_en_b186,Zurich_en,text,6) Construction I (civil and structural engineering);
Zurich_en_b187,Zurich_en,text,7) Construction II (industrial enterprises);
Zurich_en_b188,Zurich_en,text,8) School system;
Zurich_en_b189,Zurich_en,text,9) Guardianship system.
Zurich_en_b190,Zurich_en,text,"As a collegium, the city council prepares all submissions to be sent to the large city council and the community, executes their resolutions, carries out elections not assigned to other authorities, etc. For school administration, besides the city council, but under the chairmanship of one of its members, there is the central school board (25 members), which submits proposals on some important matters (such as the organization of the school system) directly to the large city council, but otherwise only prepares matters for the small city council. Supervision of the public school in the individual city districts is performed by the district school boards."
Zurich_en_b191,Zurich_en,heading,11. Financial Budget.
Zurich_en_b192,Zurich_en,text,Zurich: Zwingli Monument.
Zurich_en_b193,Zurich_en,text,"The city of Zurich’s ordinary expenses amounted to about 16 million Fr. in 1907. In addition, extraordinary expenses of 4.8 million Fr. were incurred. The most important items in the city budget are: interest on liabilities (3.2 million Fr.), debt repayment (2.1 million Fr.), police force (0.7 million Fr.), road maintenance (1.6 million Fr.), school system (3.4 million Fr.), civil engineering (3 million Fr.), building construction (1.6 million Fr.). The sources of income include: income from capital (1.9 million Fr.), income from real estate (0.49 million Fr.), income from wealth tax (0.54 million Fr.), income tax (1.3 million Fr.), poll tax (0.4 million Fr.), fire department replacement tax (0.14 million Fr.), and property tax (0.38 million Fr.), net profit of the gasworks (1 million Fr.), water supply (0.5 million Fr.), electricity plant (0.29 million Fr.), and tramway (0.1 million Fr.), state contributions to the school system (about 1.4 million Fr.), fees for transfer of real estate (0.4 million Fr.), private contributions to road construction (about 1.4 million Fr.). The community’s assets include 80.2 million Fr. of disposable assets (of which about 5.4 million Fr. securities, 31 million Fr. real estate, 29 million Fr. capital invested in municipal industrial works), 20.6 million Fr. of indispensable assets (administration buildings, furniture, etc.), a total of 100.8 million Fr. Liabilities amounted to about 97.9 million Fr., net assets to 2.9 million Fr. The net assets of separate funds and foundations amount to 18.9 million Fr."
Zurich_en_b194,Zurich_en,text,Zurich: Pestalozzi Monument.
Zurich_en_b195,Zurich_en,text,"The value of the real estate owned by the city amounted to about 50 million Fr., of which 31 million Fr. related to realizable and 19 million Fr. to non-realizable, i.e. needed for administrative purposes, land and buildings. Other important parts of community wealth are: mortgages (about 3.4 million Fr.), bonds (about 1.4 million Fr.), and invested capital in municipal enterprises (gasworks 11.7 million Fr., water supply 5.6 million Fr., electricity plant 6.4 million Fr., tramway 8.9 million Fr., materials management 0.9 million Fr., removal service 0.5 million Fr., garbage incineration plant 0.2 million Fr., etc.). At the end of 1907, about 4½ million Fr. were held in city administration in general funds and foundations."
Zurich_en_b196,Zurich_en,text,Zurich: Pestalozzi Monument.
Zurich_en_b197,Zurich_en,text,"The most important of these is the fund for a pension fund for municipal officials, employees, and workers, amounting to 2½ million Fr. Of the funds held or administered by the citizen municipality are: the poor fund (1.7 million Fr.), the general citizen's fund (1.4 million Fr.), the foundation of the Zurich municipal usufruct fund (2.3 million Fr.), the orphanage fund (2.2 million Fr.), the foundation for care homes (1.7 million Fr.), the city library fund (0.25 million Fr.), etc. In total, at the end of 1907, the assets of the civic funds and foundations amounted to 14.3 million Fr. Special mention deserves the “Foundation of the municipal usufruct fund,” consisting largely of the so-called Sihlwald forest and whose revenues at the time of the unification of the old town with the outer municipalities in 1893 were intended in perpetuity for science, art, charity, and youth welfare purposes."
Zurich_en_b198,Zurich_en,heading,12. Health Care.
Zurich_en_b199,Zurich_en,text,"For public health care, the municipality has a number of partly preventive, partly repressive institutions. Among the first primarily counts food control, managed by 9 veterinarians, a permanent sanitary corps, and a municipal laboratory, covering all foodstuffs and the most important luxury items. The city also operates a number of lake and river bathing establishments. To improve housing in hygienic and economic respects, the municipality approved 2.5 million Fr. in April 1907 for the construction of housing by the city. Human excrements are discharged by the municipal bucket system; household refuse is burned in the municipal refuse incineration plant. However, effective combat of the health hazards of prostitution is lacking. Among repressive measures are compulsory disinfection in cases of scarlet fever, diphtheria, typhus, smallpox, epidemic tetanus, and puerperal fever."
Zurich_en_b200,Zurich_en,text,"For outpatient treatment of poor residents, around 24,000 Fr. were spent in 1907, and 164 persons were cared for in the municipal emergency hospital. The construction of a special city hospital is planned. Private health care operates a number of hospitals. Notable are the Zurich Children's Hospital, the Red Cross Sisters’ House, the Nursing Asylum and Diaconesses’ Institute Neumünster, the Theodosianum, the Swiss institute for epileptics, the Swiss nurses' school with women's hospital, all based on charitable foundations. In addition, there are several private clinics run by doctors. See the article on the canton Zurich for the cantonal hospital. Mortality conditions in Zurich have continued to improve, as the following table shows, since the year 1893 (unification with outer municipalities). Per 1,000 inhabitants died:"
Zurich_en_b201,Zurich_en,heading,13. Charitable Work.
Zurich_en_b202,Zurich_en,text,"Of the large number of charitable institutions, only the following should be highlighted: Various associations existing in the individual quarters, such as the charitable societies of Enge, Wiedikon, Neumünster, Unterstrass, Wipkingen, and the Zurich aid society, pursue general goals of charity. These corporations usually also are the protectors of institutions of all kinds. For example, the Zurich aid society operates or protects a savings bank, a general health insurance, a blind and deaf-mute institution, a nursery, while the charitable society Neumünster can show such areas of activity as a savings bank, an old-age asylum, nursery schools, an apprentice home, the protection of single women, etc."
Zurich_en_b203,Zurich_en,text,"Special care for women and children is the aim of the Zurich section of the Swiss charitable Women's Association; it operates a girls' nursery, several crèches, a household school, supports the authorities in supervising the care of foster children, etc. Purposes of youth care are also pursued by the Zurich Child Protection Association, which offers help to morally endangered, neglected, abused children, as well as the city's holiday colonies and milk cures, which send a large number of children in need of convalescence to the countryside every year or seek to strengthen them by administering milk. Finally, the apprenticeship sponsorship Zurich enables poor boys and girls to learn a craft."
Zurich_en_b204,Zurich_en,text,"Practical reforms in the field of alcohol issues have been realized by the Women’s Association for Temperance and Public Welfare by setting up and operating a number of alcohol-free eateries in various parts of the city. Special night shelters are especially the two institutions of the Salvation Army designed for the very poorest. Popular education is devoted to by the Pestalozzi society through operation of 8 public reading rooms and a public library with branches, through popular scientific lectures and courses, publishing of writings, folk concerts."
Zurich_en_b205,Zurich_en,heading,14. Social-Political Institutions.
Zurich_en_b206,Zurich_en,text,"For the peaceful settlement of collective labor disputes, a conciliation office consisting of three members exists; for job placement, a municipal employment office. In winter, an unemployment commission operates, which, for example, supported 298 unemployed persons with a total of 28,388 Fr. in 1906/1907. For housing registration, there is a special office that publishes a bulletin twice weekly. By municipal resolution of April 21, 1907, construction of housing by the city was also started, with a credit of 2.4 million Fr. approved for this purpose."
Zurich_en_b207,Zurich_en,text,"The city also strives to set a good example in its treatment of workers. It introduced the nine-hour day as the maximum working time, as well as a minimum wage of 5 Fr. 50 Rp. for skilled and 5 Fr. for unskilled workers. Every employee and worker is also entitled to an annual recreation leave of at least four days. Also worth mentioning are school meals, on which about 47,000 Fr. was spent in 1907. Additionally, clothing costs for poor pupils were 5,407 Fr. There are about 50 municipal kindergartens and 26 youth nurseries. The former are attended by over 1,800, the latter by about 800 children. Baths exist in 25 schools. School health care is led by a permanent school doctor. A special school dental clinic exists."
Zurich_en_b208,Zurich_en,text,[Dr. E. Grossmann.]
Zurich_en_b209,Zurich_en,heading,15. Prehistory.
Zurich_en_b210,Zurich_en,text,"The area of the city of Zurich was continuously inhabited since the Neolithic period. Besides numerous individual finds from the younger Stone Age, four pile dwellings were discovered in the city area: in the large and small Hafner, in the Bauschanze, and in the Haumesser. All these settlements persisted until the end of the Bronze Age, in which period especially the Haumesser pile dwelling near Wollishofen developed. Even then, people already lived on solid land, and a refuge arose on the Uetliberg. In the Iron Age, the pile dwellings near Zurich were abandoned; however, the fortified Lindenhof was densely populated, and the Uetliberg refuge was richly equipped with ramparts and ditches."
Zurich_en_b211,Zurich_en,text,"The dead were first buried in burial mounds, as could be investigated in Burghölzli. Later, uncremated bodies were buried in free earth. Such graves, assigned to the 2nd Iron Age (La Tène period), were found in Enge's Entibühl, on Rebhügel, and near the new church Wiedikon, at Bäckerstrasse in Zurich III, and on the Uetliberg. An important find recently unearthed during railway construction at the border to Altstetten was a golden bowl of chased work and a technique making the piece unique. It probably comes from a princely grave of the 7th century BC."
Zurich_en_b212,Zurich_en,text,"Zurich must also have been a mint, as a large treasure of fused coins made of potin, found near today’s stock exchange, proves. Zurich was certainly one of the 400 villages or one of the 12 cities the Helvetians burned during their emigration."
Zurich_en_b213,Zurich_en,text,"In Roman times, Zurich was a customs station. This was located under the protection of the castrum, which was found on the Lindenhof and was in optical connection with the watchtower on the Uetliberg. On or near the Lindenhof, the brickworks stand, which marked its ware with D.S.P. and was interpreted by Mommsen as Doliare Stationis Publicae (Bricks of the public customs office). On the Lindenhof a Roman inscription stone was found in 1747 bearing the old name of Zurich (Turicum). It is a gravestone set by the customs chief for his son."
Zurich_en_b214,Zurich_en,text,"Another inscription stone found in Zurich speaks of a guild of bear hunters. Roman Turicum was located around the Lindenhof. A building with mosaic floor stood near today's Peterskirche, another near the Wasserkirche. In Oetenbach a Roman gold jewel was discovered, and coin treasures were found in Rennweg and other places. Similar finds were made in the former outer municipalities of Zurich. In Enge’s Sternen, remains of a Roman settlement were found. Another Roman settlement was found at the gallows near Albisrieden; a third below the Waid near Wipkingen. Roman graves were found, besides the mentioned tombstone of L. Ael. Urbicus, on the Lindenhof, at Zentralhof, Münsterhof, Tiefenhöfe, and Sihlfeld."
Zurich_en_b215,Zurich_en,text,"The Roman road from Baden (Aquae) stretched through Zurich via Rennweg into the castrum, then went down Strehlgasse, crossed the Limmat at what is now the meat hall, and runs further upstream today under the name “alte Landstrasse” towards Zollikon. Along it, Roman coins were repeatedly found."
Zurich_en_b216,Zurich_en,text,Zurich: Sechseläuten. The burning of the “Böög.”
Zurich_en_b217,Zurich_en,text,"In early Germanic times, the Lindenhof was the seat of the imperial palace, and around it, the city extended, near which a number of farms cited in documents in the 8th and 9th centuries lay, which gradually grew into separate municipalities or were merged with the city, such as Wipkingen, Wiedikon, Stadelhofen, Riesbach, Hirslanden, Hottingen, Fluntern."
Zurich_en_b218,Zurich_en,text,"Apart from the ancient population center on the Lindenhof, new centers had formed in early Christian times around the Gross- and Fraumünster, until about the 10th century all three were enclosed by a wall into a “city.” The graves from Alemannic-Frankish times are interesting. Already in the barrows at Burghölzli, Alemanni were buried. An Alemannic cemetery was almost simultaneously discovered at Entibühl above Balgrist, yielding finds from Alemannic times, including jewelry and weapons. In the last decade, two new Alemannic cemeteries could be investigated: the one at Rebhügel Wiedikon and the large cemetery at Bäckerstrasse in Zurich III. The finds from these graves are in the Swiss National Museum and are of great interest. A Frankish grave was characterized by the deceased being given the favorite weapon of the Franks, the throwing axe or francisca. Several times, mother and child lay together. In one such grave, remains of a wooden coffin were found, within which a richly decorated woman with a small child in her left arm lay. Apparently, mother and child were buried simultaneously."
Zurich_en_b219,Zurich_en,text,"The woman wore a necklace of glass, amber, and enamel beads. Two gold brooches with inlaid almandines lay on her chest. On the right side of the head was an animal bone: food had been given to the deceased. In the belt area were found a silver-plated buckle, two silver and gilded snake-head brooches with niello inlays. The child’s arm also appears to have worn bead jewelry. Toys were also given to the child in the grave. Next to the woman’s left thigh lay the remains of a little box containing toiletries."
Zurich_en_b220,Zurich_en,text,[Dr. J. Heierli.]
Zurich_en_b221,Zurich_en,heading,16. History.
Zurich_en_b222,Zurich_en,text,See the article Zurich (Canton).
Zurich_en_b223,Zurich_en,heading,Zurichberg
Zurich_en_b224,Zurich_en,text,"(Canton and district Zurich). 679 m. A broad hill ridge, consisting of horizontal layers of freshwater molasse, extending approximately 5 km lengthwise from SE to NW and spreading between Lake Zurich and the Glatt valley. The upper part is forested, through which the Beautification Association has laid paths crisscrossing so that it now contains very popular walks. The molasse layers are here and there covered by thin coatings of erratic boulders. The northern end of the Zurichberg is marked by the broad saddle through which the road from Zurich to Oerlikon passes (481 m), and the southern end by the Zurich-Witikon road (617 m)."
Zurich_en_b225,Zurich_en,text,Lake Zurich as seen from Uetliberg.
Zurich_en_b226,Zurich_en,heading,Zurichhorn
Zurich_en_b227,Zurich_en,text,"(Canton, district, and municipality Zurich). 410 m. Delta at the mouth of the Hornbach into Lake Zurich, where the city's quays at the right lake shore end. A magnificent park with a restaurant has been laid out there."
Zurich_en_b228,Zurich_en,heading,Lake Zurich
Zurich_en_b229,Zurich_en,text,"(Cantons Zurich, Schwyz, and St. Gallen). Lake Zurich is the fourth largest of all Swiss lakes. It is embedded entirely like Lake Constance in molasse and thus lacks the charm of the high mountains like that even though not to the same degree since the “Upper Lake” has already approached the considerable pre-Alpine peaks Hirzli, Schänniserberg, and Speer quite closely. Because of its gentle shores and many idyllic bays, it has been called the loveliest of the Swiss lakes."
Zurich_en_b230,Zurich_en,text,"Lake Zurich: ephemeral island east of the Stäfner stone at lowest water level (March 12, 1909)."
Zurich_en_b231,Zurich_en,text,"1. Name. The earliest mention of Lake Zurich can be found in the Vita St. Galli of the 8th century, where it is called lacus de Turegum. Later (1250), it is called lacus Turicinus; but as early as 1286, the name Zürichse appears for the first time, which has remained as “Zürichsee” (Lake Zurich) to the present. The designation “Zürichersee” on newer maps is evidently only a creation by analogy, similar to Zugersee, Genfersee, etc., but is nowhere spoken or otherwise written."
Zurich_en_b232,Zurich_en,text,"2. Maps. The oldest depiction of Lake Zurich is found on the Swiss map of Tschudi (1538), albeit with many inaccuracies. Already better is the delineation on the map of the Zurich region by Joost Murer (1566). Much more precise is our lake on the excellent Gyger map (1667) at the scale of 1:32,000. An even model representation is the Dufour map (1834–1864) at the scale 1:100,000. The surveys for it were done in the lake area from 1843–1851 by engineer J. Wild and later published in 1:25,000 in the Siegfried Atlas. The depth soundings (first exact sounding of a major Swiss lake) were conducted for 1,210 points in the main Lake Zurich and 460 points in the upper lake, i.e., 19.2 points per km². (Lake Geneva 20.8; Lake Constance 20.7; Neuchâtel Lake 9.7 points per km²). The most precise lake shore map was compiled by the Zurich government in 1850–52 at 1:1,000. This unpublished so-called lake map (in 59 sheets) is still used today to record all changes in lake shores. A handy relief-tone map was published in recent years by Kümmerly and Frey in Bern at 1:50,000."
Zurich_en_b233,Zurich_en,text,GEOGRAPHICAL LEXICON OF SWITZERLAND: Lake Zurich
Zurich_en_b234,Zurich_en,table_header,1896 | 1901 | 1906
Zurich_en_b235,Zurich_en,table_row,1896: Cattle. 1901: 7059. 1906: 6798. Column 4: 7941
Zurich_en_b236,Zurich_en,table_row,1896: Horses. 1901: 3316. 1906: 3269. Column 4: 3192
Zurich_en_b237,Zurich_en,table_row,1896: Pigs. 1901: 1824. 1906: 1669. Column 4: 2214
Zurich_en_b238,Zurich_en,table_row,1896: Sheep. 1901: 201. 1906: 684. Column 4: 1097
Zurich_en_b239,Zurich_en,table_row,1896: Goats. 1901: 1182. 1906: 1177. Column 4: 1315
Zurich_en_b240,Zurich_en,table_row,1896: Beehives. 1901: 1979. 1906: 2038. Column 4: -
Zurich_en_b241,Zurich_en,table_header,Year | Population
Zurich_en_b242,Zurich_en,table_row,"Year: 1357. Population: 12,375"
Zurich_en_b243,Zurich_en,table_row,"Year: 1374. Population: 11,680"
Zurich_en_b244,Zurich_en,table_row,"Year: 1410. Population: 10,570"
Zurich_en_b245,Zurich_en,table_row,"Year: 1467. Population: 4,713"
Zurich_en_b246,Zurich_en,table_row,"Year: 1634. Population: 8,222"
Zurich_en_b247,Zurich_en,table_row,"Year: 1671. Population: 9,122"
Zurich_en_b248,Zurich_en,table_row,"Year: 1769. Population: 10,579"
Zurich_en_b249,Zurich_en,table_row,"Year: 1836. Population: 14,243. Column 3: (incl. outer municipalities 27,376)"
Zurich_en_b250,Zurich_en,table_row,"Year: 1860. Population: 19,758"
Zurich_en_b251,Zurich_en,table_row,"Year: 1870. Population: 20,780"
Zurich_en_b252,Zurich_en,table_row,"Year: 1880. Population: 21,453"
Zurich_en_b253,Zurich_en,table_row,"Year: 1888. Population: 28,225. Column 3: (incl. outer municipalities 91,227)"
Zurich_en_b254,Zurich_en,table_row,"Year: 1894. Population: 121,057. Column 3: (July 1) (including the 9 outer municipalities Enge, Wiedikon, Aussersihl, Unterstrass, Oberstrass, Fluntern, Hottingen, Hirslanden, and Riesbach); as well as the municipalities Wollishofen and Wipkingen also united with the city."
Zurich_en_b255,Zurich_en,table_header,Year | Residential houses | Insurance value million Fr.
Zurich_en_b256,Zurich_en,table_row,Year: 1862. Residential houses: 3514. Insurance value million Fr.: 140
Zurich_en_b257,Zurich_en,table_row,Year: 1892. Residential houses: 7338. Insurance value million Fr.: 359
Zurich_en_b258,Zurich_en,table_row,Year: 1900. Residential houses: 9867. Insurance value million Fr.: 552
Zurich_en_b259,Zurich_en,table_row,"Year: 1906. Residential houses: 10,122. Insurance value million Fr.: 597"
Zurich_en_b260,Zurich_en,table_header,per year | apartments per house
Zurich_en_b261,Zurich_en,table_row,per year: before 1863. apartments per house: 9300. Column 3: 2.72
Zurich_en_b262,Zurich_en,table_row,"per year: built 1863–1892. apartments per house: 11,600. Column 3: 387. Column 4: 3.12"
Zurich_en_b263,Zurich_en,table_row,"per year: built 1893–1900. apartments per house: 12,200. Column 3: 1526. Column 4: 4.64"
Zurich_en_b264,Zurich_en,table_row,per year: built 1901–1906. apartments per house: 2800. Column 3: 465. Column 4: 4.30
Zurich_en_b265,Zurich_en,table_row,"per year: total. apartments per house: 35,900. Column 3: as above."
Zurich_en_b266,Zurich_en,table_header,Residential houses | Population | Housing number for the entire city | Housing number for the old town
Zurich_en_b267,Zurich_en,table_row,Residential houses: 1770. Population: 10.6
Zurich_en_b268,Zurich_en,table_row,"Residential houses: end of 1862. Population: 3514. Housing number for the entire city: 46,200. Housing number for the old town: 13.2. Column 5: 15.9"
Zurich_en_b269,Zurich_en,table_row,"Residential houses: end of 1892. Population: 7338. Housing number for the entire city: 106,000. Housing number for the old town: 14.4. Column 5: 15.2"
Zurich_en_b270,Zurich_en,table_row,"Residential houses: end of 1900. Population: 9867. Housing number for the entire city: 150,700. Housing number for the old town: 15.3. Column 5: 13.9"
Zurich_en_b271,Zurich_en,table_row,"Residential houses: end of 1906. Population: 10,427. Housing number for the entire city: 171,000. Housing number for the old town: 16.4. Column 5: 13.2"
Zurich_en_b272,Zurich_en,table_header,Year | Total deaths | Deaths from pulmonary tuberculosis
Zurich_en_b273,Zurich_en,table_row,Year: 1893. Total deaths: 18.37. Deaths from pulmonary tuberculosis: 2.23
Zurich_en_b274,Zurich_en,table_row,Year: 1894. Total deaths: 17.46. Deaths from pulmonary tuberculosis: 2.22
Zurich_en_b275,Zurich_en,table_row,Year: 1895. Total deaths: 17.38. Deaths from pulmonary tuberculosis: 2.04
Zurich_en_b276,Zurich_en,table_row,Year: 1896. Total deaths: 16.71. Deaths from pulmonary tuberculosis: 1.94
Zurich_en_b277,Zurich_en,table_row,Year: 1897. Total deaths: 16.50. Deaths from pulmonary tuberculosis: 2.04
Zurich_en_b278,Zurich_en,table_row,Year: 1898. Total deaths: 17.33. Deaths from pulmonary tuberculosis: 2.14
Zurich_en_b279,Zurich_en,table_row,Year: 1899. Total deaths: 15.42. Deaths from pulmonary tuberculosis: 2.09
Zurich_en_b280,Zurich_en,table_row,Year: 1900. Total deaths: 18.65. Deaths from pulmonary tuberculosis: 2.49
Zurich_en_b281,Zurich_en,table_row,Year: 1901. Total deaths: 15.32. Deaths from pulmonary tuberculosis: 2.11
Zurich_en_b282,Zurich_en,table_row,Year: 1902. Total deaths: 15.92. Deaths from pulmonary tuberculosis: 1.87
Zurich_en_b283,Zurich_en,table_row,Year: 1903. Total deaths: 14.74. Deaths from pulmonary tuberculosis: 2.16
Zurich_en_b284,Zurich_en,table_row,Year: 1904. Total deaths: 14.55. Deaths from pulmonary tuberculosis: 1.96
Zurich_en_b285,Zurich_en,table_row,Year: 1905. Total deaths: 14.41. Deaths from pulmonary tuberculosis: 1.91
Zurich_en_b286,Zurich_en,table_row,Year: 1906. Total deaths: 13.58. Deaths from pulmonary tuberculosis: 1.74
Zurich_en_b287,Zurich_en,table_row,Year: 1907. Total deaths: 12.74. Deaths from pulmonary tuberculosis: 1.63
Zurich_en_b288,Zurich_en,image_caption,District Zurich.
Zurich_en_b289,Zurich_en,image_caption,"Municipality and capital of the canton and district of Zurich, largest city of Switzerland. The geographical coordinates of the federal observatory on the Zurichberg (according to a kind communication from the observatory) are: 47° 22' 38"" N latitude and 8° 33' 3.9"" E longitude from Greenwich. The magnetic declination in 1908 was 11½° W. The altitude is 470 m for the observatory, and for the lake level an average of 408.6 m. The Limmat descends to level 400 m (before Hoengg) over a distance of 6 km within the city area, i.e. an average gradient of 1.5‰. The city area extends westward to the ridge of the Uetliberg, whose summit signal lies on the city boundary at 874 m above sea level."
Zurich_en_b290,Zurich_en,image_caption,Zurich as seen from the lake.
Zurich_en_b291,Zurich_en,image_caption,Historical map of the city of Zurich
Zurich_en_b292,Zurich_en,image_caption,Zurich: Utoquai.
Zurich_en_b293,Zurich_en,image_caption,Zurich: Lower Limmatquai.
Zurich_en_b294,Zurich_en,image_caption,Zurich: Bahnhofplatz towards the Polytechnic.
Zurich_en_b295,Zurich_en,image_caption,Zurich: In the quay grounds.
Zurich_en_b296,Zurich_en,image_caption,"Zurich: Wiedikon, the church and the schools."
Zurich_en_b297,Zurich_en,image_caption,Zurich: Badenerstrasse and Saint Jakob's Church.
Zurich_en_b298,Zurich_en,image_caption,Zurich: Bauschänzli.
Zurich_en_b299,Zurich_en,image_caption,Zurich: Stadthausquai.
Zurich_en_b300,Zurich_en,image_caption,Zurich: Gemüsemarkt and St. Peter's Church.
Zurich_en_b301,Zurich_en,image_caption,Zurich: Paradeplatz.
Zurich_en_b302,Zurich_en,image_caption,Zurich: The Schipfe.
Zurich_en_b303,Zurich_en,image_caption,Zurich: Zurichhorn.
Zurich_en_b304,Zurich_en,image_caption,Zurich: House zum Rüden.
Zurich_en_b305,Zurich_en,image_caption,Zurich: The Grossmünster.
Zurich_en_b306,Zurich_en,image_caption,"Zurich: The Kreuzkirche, Neumünster."
Zurich_en_b307,Zurich_en,image_caption,Zurich: The Church of Enge.
Zurich_en_b308,Zurich_en,image_caption,Zurich: The Liebfrauenkirche.
Zurich_en_b309,Zurich_en,image_caption,Zurich: Swiss National Museum.
Zurich_en_b310,Zurich_en,image_caption,Zurich: The Urania public observatory.
Zurich_en_b311,Zurich_en,image_caption,Zurich: The City Theatre.
Zurich_en_b312,Zurich_en,image_caption,Zurich: Tonhalle.
Zurich_en_b313,Zurich_en,image_caption,Zurich: Albisgütli.
Zurich_en_b314,Zurich_en,image_caption,Zurich: Escher Monument at Bahnhofplatz.
Zurich_en_b315,Zurich_en,image_caption,Zurich: Zwingli Monument.
Zurich_en_b316,Zurich_en,image_caption,Zurich: Pestalozzi Monument.
Zurich_en_b317,Zurich_en,image_caption,Zurich: Pestalozzi Monument.
Zurich_en_b318,Zurich_en,image_caption,Zurich: Sechseläuten. The burning of the “Böög.”
Zurich_en_b319,Zurich_en,image_caption,Lake Zurich as seen from Uetliberg.
Zurich_en_b320,Zurich_en,image_caption,"Lake Zurich: ephemeral island east of the Stäfner stone at lowest water level (March 12, 1909)."
Zurich_en_b321,Zurich_en,image_caption,GEOGRAPHICAL LEXICON OF SWITZERLAND: Lake Zurich
Zurich_historic_en_b1,Zurich_historic_en,heading,Zurich (Municipality)
Zurich_historic_en_b2,Zurich_historic_en,text,"Zurich from the west. Woodcut by an unknown artist, around 1540 (Central Library Zurich, Graphic Collection and Photo Archive)."
Zurich_historic_en_b3,Zurich_historic_en,text,"Political municipality of the canton of Zurich, cantonal capital and district capital, located at the outflow of the Limmat from Lake Zurich between the Albis ridge in the west and Adlisberg and Zurichberg in the east. Around 200 statio Turicensis/Turicum, 680-700 Ziurichi, French Zurich, Italian Zurigo, Romansh Turitg."
Zurich_historic_en_b4,Zurich_historic_en,text,"After late Celtic and Roman beginnings, the city, located at the intersection of navigable routes and land paths, developed from the early medieval, partly fortified settlement cores of Lindenhof hill and Fraumünster-Münsterhof on the left as well as Niederdorf and Grossmünster on the right bank of the Limmat. These were enclosed in the 12th century by an extensive city wall, newly built in the 13th century; Stadelhof remained outside the wall. The construction of the baroque star-shaped fortifications in the 17th century led to an expansion of the fortified settlement area. With the municipal merger of 1893, the municipalities of Aussersihl, Enge, Fluntern, Hirslanden, Hottingen, Leimbach, Oberstrass, Riesbach, Unterstrass, Wiedikon, Wipkingen, and Wollishofen became part of the city. In 1934, Affoltern bei Zürich, Albisrieden, Altstetten, Höngg, Oerlikon, Schwamendingen, Seebach, and Witikon followed."
Zurich_historic_en_b5,Zurich_historic_en,text,"Zurich is home to federal institutions (ETH and National Museum), private (Tamedia) and public media companies (Swiss Radio and Television), as well as international football (FIFA) and ice hockey (IIHF) organizations. As the economic center of Switzerland, the city hosts numerous banks and financial service providers such as UBS, Credit Suisse Group (Schweizerische Kreditanstalt), Swiss Re (Swiss Reinsurance Company), Swiss Life (Pension Institution), and Zurich Financial Services (Zurich Insurance), national firms like Migros, as well as internationally active companies such as IBM Switzerland, Google, Siemens (Siemens-Albis), and Asea Brown Boveri (ABB)."
Zurich_historic_en_b6,Zurich_historic_en,heading,Population structure of the municipality of Zurich a
Zurich_historic_en_b7,Zurich_historic_en,text,"a Data 1850-2000 according to the territorial status 2000 b Inhabitants: residential population; Religion, nationality: resident population c 1888-1930 including Old Catholics; from 1950 Roman Catholic d belonging to no denomination or religious group Population structure of the municipality of Zurich - Sources: Statistics City of Zurich; federal censuses"
Zurich_historic_en_b8,Zurich_historic_en,heading,From Prehistory to the High Middle Ages
Zurich_historic_en_b9,Zurich_historic_en,heading,Prehistory
