fact_id,text
fact_place_place_zurich_switzerland_zurich_masters_include_baumgartner_ignaz_heim_gustav_weber_friedrich_hegar_karl_attenhofer_gottfried_angerer_and_volkmar_andreae,"Zurich masters include Baumgartner, Ignaz Heim, Gustav Weber, Friedrich Hegar, Karl Attenhofer, Gottfried Angerer, and Volkmar Andreae."
fact_place_place_zurich_switzerland_these_masters_excelled_as_orchestra_and_choir_conductors_as_well_as_composers,These masters excelled as orchestra and choir conductors as well as composers.
fact_place_place_zurich_switzerland_performances_at_the_city_theatre_and_tonhalle_in_zurich_have_become_accessible_to_the_less_affluent_through_special_people_s_performances_and_popular_concerts,Performances at the City Theatre and Tonhalle in Zurich have become accessible to the less affluent through special people’s performances and popular concerts.
fact_place_place_zurich_switzerland_several_other_theaters_in_zurich_cater_to_fans_of_lighter_muses_including_the_central_theater_on_weinbergstrasse_the_corso_theater_at_the_old_tonhalle_square_and_th,"Several other theaters in Zurich cater to fans of lighter muses, including the Central Theater on Weinbergstrasse, the Corso Theater at the old Tonhalle square, and the intimate theater in the Urania."
fact_place_place_bonaduz_graubünden_switzerland_in_1908_09_the_singers_association_harmonie_held_concerts_for_the_fire_victims_of_bonaduz,"In 1908/09, the singers' association “Harmonie” held concerts for the fire victims of Bonaduz."
fact_place_place_zurich_switzerland_the_men_s_choir_zurich_held_concerts_for_farmers_affected_by_snow_damage_in_may_1908_09,The “Men’s Choir Zurich” held concerts for farmers affected by snow damage in May 1908/09.
fact_place_place_messina_italy_the_natural_science_society_held_a_town_hall_lecture_for_the_earthquake_victims_in_messina_in_1908_09,The Natural Science Society held a town hall lecture for the earthquake victims in Messina in 1908/09.
fact_date_date_1908_09_1908_1909_in_1908_09_the_singers_association_harmonie_held_concerts_for_the_fire_victims_of_bonaduz,"In 1908/09, the singers' association “Harmonie” held concerts for the fire victims of Bonaduz."
fact_date_date_1908_09_1908_1909_the_men_s_choir_zurich_held_concerts_for_farmers_affected_by_snow_damage_in_may_1908_09,The “Men’s Choir Zurich” held concerts for farmers affected by snow damage in May 1908/09.
fact_date_date_1908_09_1908_1909_the_natural_science_society_held_a_town_hall_lecture_for_the_earthquake_victims_in_messina_in_1908_09,The Natural Science Society held a town hall lecture for the earthquake victims in Messina in 1908/09.
fact_place_place_tonhalle_zurich_switzerland_the_zurich_tonhalle_is_the_center_of_musical_life_in_zurich,The Zurich Tonhalle is the center of musical life in Zurich.
fact_place_place_tonhalle_zurich_switzerland_the_zurich_tonhalle_hosts_countless_musical_societies_with_regular_internal_performances,The Zurich Tonhalle hosts countless musical societies with regular internal performances.
fact_place_place_tonhalle_zurich_switzerland_the_zurich_tonhalle_is_the_center_of_social_life_in_zurich,The Zurich Tonhalle is the center of social life in Zurich.
fact_place_place_tonhalle_zurich_switzerland_in_summer_the_zurich_tonhalle_features_nightly_garden_concerts_on_its_scenic_terrace,"In summer, the Zurich Tonhalle features nightly garden concerts on its scenic terrace."
fact_place_place_tonhalle_zurich_switzerland_kapellmeister_kempter_performs_symphonies_at_the_zurich_tonhalle_during_summer_concerts,Kapellmeister Kempter performs symphonies at the Zurich Tonhalle during summer concerts.
fact_place_place_tonhalle_zurich_switzerland_in_winter_the_zurich_tonhalle_hosts_various_events_including_charity_bazaars_costume_parties_dance_evenings_and_a_large_masked_ball,"In winter, the Zurich Tonhalle hosts various events including charity bazaars, costume parties, dance evenings, and a large masked ball."
fact_place_place_tonhalle_zurich_switzerland_up_to_3_000_persons_have_assembled_in_the_zurich_tonhalle_for_events,"Up to 3,000 persons have assembled in the Zurich Tonhalle for events."
fact_place_place_tonhalle_zurich_switzerland_the_zurich_tonhalle_has_hosted_both_joyful_celebrations_and_solemn_commemorations,The Zurich Tonhalle has hosted both joyful celebrations and solemn commemorations.
fact_place_place_zurich_switzerland_the_unification_of_zurich_with_its_suburbs_in_1893_left_the_church_parishes_unaffected,The unification of Zurich with its suburbs in 1893 left the church parishes unaffected.
fact_place_place_grossmünster_zurich_switzerland_grossmünster_is_one_of_the_13_protestant_parishes_in_zurich,Grossmünster is one of the 13 Protestant parishes in Zurich.
fact_place_place_fraumünster_zurich_switzerland_fraumünster_is_one_of_the_13_protestant_parishes_in_zurich,Fraumünster is one of the 13 Protestant parishes in Zurich.
fact_place_place_st_peter_zurich_switzerland_st_peter_is_one_of_the_13_protestant_parishes_in_zurich,St. Peter is one of the 13 Protestant parishes in Zurich.
fact_place_place_st_peter_zurich_switzerland_there_is_also_a_roman_catholic_parish_named_st_peter_and_paul_in_zurich,There is also a Roman Catholic parish named St. Peter and Paul in Zurich.
fact_place_place_predigern_zurich_switzerland_predigern_is_one_of_the_13_protestant_parishes_in_zurich,Predigern is one of the 13 Protestant parishes in Zurich.
fact_place_place_aussersihl_zurich_switzerland_aussersihl_is_one_of_the_13_protestant_parishes_in_zurich,Aussersihl is one of the 13 Protestant parishes in Zurich.
fact_place_place_enge_zurich_switzerland_enge_is_one_of_the_13_protestant_parishes_in_zurich,Enge is one of the 13 Protestant parishes in Zurich.
fact_place_place_fluntern_zurich_switzerland_fluntern_is_one_of_the_13_protestant_parishes_in_zurich,Fluntern is one of the 13 Protestant parishes in Zurich.
fact_place_place_neumünster_zurich_switzerland_neumünster_is_one_of_the_13_protestant_parishes_in_zurich,Neumünster is one of the 13 Protestant parishes in Zurich.
fact_place_place_oberstrass_zurich_switzerland_oberstrass_is_one_of_the_13_protestant_parishes_in_zurich,Oberstrass is one of the 13 Protestant parishes in Zurich.
fact_place_place_unterstrass_zurich_switzerland_unterstrass_is_one_of_the_13_protestant_parishes_in_zurich,Unterstrass is one of the 13 Protestant parishes in Zurich.
fact_place_place_unterstrass_zurich_switzerland_there_is_also_a_roman_catholic_parish_named_unterstrass_zurich,There is also a Roman Catholic parish named Unterstrass-Zurich.
fact_place_place_wiedikon_zurich_switzerland_wiedikon_is_one_of_the_13_protestant_parishes_in_zurich,Wiedikon is one of the 13 Protestant parishes in Zurich.
fact_place_place_wipkingen_zurich_switzerland_wipkingen_is_one_of_the_13_protestant_parishes_in_zurich,Wipkingen is one of the 13 Protestant parishes in Zurich.
fact_place_place_wollishofen_zurich_switzerland_wollishofen_is_one_of_the_13_protestant_parishes_in_zurich,Wollishofen is one of the 13 Protestant parishes in Zurich.
fact_place_place_french_parish_there_is_a_french_parish_affiliated_with_the_evangelical_state_church_in_zurich,There is a French parish affiliated with the evangelical state church in Zurich.
fact_place_place_old_catholic_parish_there_is_a_state_recognized_old_catholic_parish_in_zurich,There is a state-recognized Old Catholic parish in Zurich.
fact_place_place_evangelical_lutheran_kreuzgemeinde_the_evangelical_lutheran_kreuzgemeinde_is_a_private_religious_community_in_zurich,The Evangelical-Lutheran Kreuzgemeinde is a private religious community in Zurich.
fact_place_place_roman_catholic_parishes_st_peter_and_paul_and_unterstrass_zurich_the_roman_catholic_parishes_st_peter_and_paul_and_unterstrass_zurich_are_private_religious_communities_in_zurich,The Roman Catholic parishes St. Peter and Paul and Unterstrass-Zurich are private religious communities in Zurich.
fact_place_place_episcopal_methodist_church_the_episcopal_methodist_church_is_a_private_religious_community_in_zurich,The episcopal Methodist church is a private religious community in Zurich.
fact_place_place_israelite_religious_community_the_israelite_religious_community_is_a_private_religious_community_in_zurich,The Israelite religious community is a private religious community in Zurich.
fact_date_date_1893_1893_1893_the_unification_of_zurich_with_its_suburbs_occurred_in_1893,The unification of Zurich with its suburbs occurred in 1893.
fact_place_place_zurich_switzerland_the_administrative_organization_of_the_city_of_zurich_has_differed_from_that_of_other_zurich_municipalities_since_1893,The administrative organization of the city of Zurich has differed from that of other Zurich municipalities since 1893.
fact_place_place_zurich_switzerland_the_unification_of_the_old_town_with_the_suburbs_in_zurich_gave_legal_sanction_to_the_development_into_a_metropolis,The unification of the old town with the suburbs in Zurich gave legal sanction to the development into a metropolis.
fact_place_place_zurich_switzerland_the_communal_assembly_in_the_form_of_a_traditional_landsgemeinde_ceased_to_exist_in_zurich_from_1893,The communal assembly in the form of a traditional landsgemeinde ceased to exist in Zurich from 1893.
fact_place_place_zurich_switzerland_the_totality_of_voting_swiss_citizens_domiciled_in_zurich_exercises_considerable_influence_on_municipal_administration_via_the_ballot,The totality of voting Swiss citizens domiciled in Zurich exercises considerable influence on municipal administration via the ballot.
fact_place_place_zurich_switzerland_voting_rights_in_zurich_include_elections_for_city_president_small_city_council_large_city_council_central_school_board_district_school_boards_primary_and_secondary,"Voting rights in Zurich include elections for city president, small city council, large city council, central school board, district school boards, primary and secondary schoolteachers, debt collection officers, and justices of the peace."
fact_place_place_zurich_switzerland_the_community_in_zurich_must_vote_by_mandatory_referendum_on_the_community_ordinance_and_on_certain_large_expenditure_resolutions_of_the_large_city_council,The community in Zurich must vote by mandatory referendum on the community ordinance and on certain large expenditure resolutions of the large city council.
fact_place_place_zurich_switzerland_an_optional_referendum_applies_to_other_resolutions_of_the_large_city_council_except_specific_exceptions,An optional referendum applies to other resolutions of the large city council except specific exceptions.
fact_place_place_zurich_switzerland_a_referendum_in_zurich_is_valid_if_requested_within_20_days_by_2_000_voters,"A referendum in Zurich is valid if requested within 20 days by 2,000 voters."
fact_place_place_zurich_switzerland_any_qualified_voter_in_zurich_can_submit_a_motion_to_the_large_city_council_which_must_be_submitted_to_a_public_vote_if_supported_by_30_members_of_the_large_city_co,"Any qualified voter in Zurich can submit a motion to the large city council which must be submitted to a public vote if supported by 30 members of the large city council or 2,000 voters."
fact_date_date_1893_1893_1893_since_1893_the_administrative_organization_of_the_city_of_zurich_has_differed_from_that_of_other_zurich_municipalities,"Since 1893, the administrative organization of the city of Zurich has differed from that of other Zurich municipalities."
fact_date_date_1893_1893_1893_the_communal_assembly_in_the_form_of_a_traditional_landsgemeinde_ceased_to_exist_in_zurich_from_1893,The communal assembly in the form of a traditional landsgemeinde ceased to exist in Zurich from 1893.
fact_date_date_1893_1893_1893_the_unification_of_the_old_town_with_the_suburbs_in_zurich_occurred_in_1893,The unification of the old town with the suburbs in Zurich occurred in 1893.
fact_place_place_zurich_switzerland_zurich_has_the_escher_monument_at_bahnhofplatz,Zurich has the Escher Monument at Bahnhofplatz.
fact_place_place_city_districts_the_large_city_council_is_elected_in_the_five_city_districts_for_a_term_of_three_years,The large city council is elected in the five city districts for a term of three years.
fact_place_place_city_districts_the_city_council_currently_consists_of_125_members,The city council currently consists of 125 members.
fact_place_place_city_districts_the_city_council_s_functions_include_election_of_cantonal_jurors_tax_commission_orphanage_board_and_several_other_committees,"The city council's functions include election of cantonal jurors, tax commission, orphanage board, and several other committees."
fact_place_place_city_districts_the_city_council_sets_the_budget_and_tax_rates,The city council sets the budget and tax rates.
fact_place_place_city_districts_the_city_council_supervises_the_entire_city_administration,The city council supervises the entire city administration.
fact_place_place_city_districts_the_city_council_approves_the_annual_accounts,The city council approves the annual accounts.
fact_place_place_city_districts_the_city_council_enacts_ordinances,The city council enacts ordinances.
fact_place_place_city_districts_the_city_council_reviews_submissions_to_the_community,The city council reviews submissions to the community.
fact_date_date_three_years_none_none_the_large_city_council_is_elected_for_a_term_of_three_years,The large city council is elected for a term of three years.
fact_place_place_city_council_the_city_council_consists_of_nine_members,The city council consists of nine members.
fact_place_place_city_council_each_member_heads_an_administrative_department,Each member heads an administrative department.
fact_place_place_city_president_the_administrative_department_is_associated_with_the_city_president,The administrative department is associated with the city president.
fact_place_place_city_council_the_city_council_prepares_all_submissions_to_be_sent_to_the_large_city_council_and_the_community,The city council prepares all submissions to be sent to the large city council and the community.
fact_place_place_city_council_the_city_council_executes_resolutions_of_the_large_city_council_and_the_community,The city council executes resolutions of the large city council and the community.
fact_place_place_city_council_the_city_council_carries_out_elections_not_assigned_to_other_authorities,The city council carries out elections not assigned to other authorities.
fact_place_place_city_council_the_city_council_is_involved_in_school_administration,The city council is involved in school administration.
fact_place_place_large_city_council_the_large_city_council_receives_submissions_prepared_by_the_city_council,The large city council receives submissions prepared by the city council.
fact_place_place_large_city_council_the_large_city_council_receives_proposals_on_important_school_matters_from_the_central_school_board,The large city council receives proposals on important school matters from the central school board.
fact_place_place_community_the_community_receives_submissions_prepared_by_the_city_council,The community receives submissions prepared by the city council.
fact_place_place_central_school_board_the_central_school_board_has_25_members,The central school board has 25 members.
fact_place_place_central_school_board_the_central_school_board_is_chaired_by_a_member_of_the_city_council,The central school board is chaired by a member of the city council.
fact_place_place_central_school_board_the_central_school_board_submits_proposals_on_important_school_matters_directly_to_the_large_city_council,The central school board submits proposals on important school matters directly to the large city council.
fact_place_place_central_school_board_the_central_school_board_otherwise_prepares_matters_for_the_small_city_council,The central school board otherwise prepares matters for the small city council.
fact_place_place_small_city_council_the_small_city_council_receives_prepared_matters_from_the_central_school_board,The small city council receives prepared matters from the central school board.
fact_place_place_district_school_boards_the_district_school_boards_supervise_the_public_school_in_the_individual_city_districts,The district school boards supervise the public school in the individual city districts.
fact_place_place_zurich_switzerland_the_city_of_zurich_s_ordinary_expenses_amounted_to_about_16_million_fr_in_1907,The city of Zurich’s ordinary expenses amounted to about 16 million Fr. in 1907.
fact_place_place_zurich_switzerland_extraordinary_expenses_of_4_8_million_fr_were_incurred_in_the_city_of_zurich,Extraordinary expenses of 4.8 million Fr. were incurred in the city of Zurich.
fact_place_place_zurich_switzerland_the_most_important_items_in_the_city_budget_include_interest_on_liabilities_debt_repayment_police_force_road_maintenance_school_system_civil_engineering_and_buildin,"The most important items in the city budget include interest on liabilities, debt repayment, police force, road maintenance, school system, civil engineering, and building construction."
fact_place_place_zurich_switzerland_sources_of_income_for_the_city_include_income_from_capital_real_estate_wealth_tax_income_tax_poll_tax_fire_department_replacement_tax_property_tax_net_profit_of_the,"Sources of income for the city include income from capital, real estate, wealth tax, income tax, poll tax, fire department replacement tax, property tax, net profit of the gasworks, water supply, electricity plant, tramway, state contributions to the school system, fees for transfer of real estate, and private contributions to road construction."
fact_place_place_zurich_switzerland_the_community_s_assets_include_80_2_million_fr_of_disposable_assets_20_6_million_fr_of_indispensable_assets_totaling_100_8_million_fr,"The community’s assets include 80.2 million Fr. of disposable assets, 20.6 million Fr. of indispensable assets, totaling 100.8 million Fr."
fact_place_place_zurich_switzerland_liabilities_amounted_to_about_97_9_million_fr_with_net_assets_of_2_9_million_fr,"Liabilities amounted to about 97.9 million Fr., with net assets of 2.9 million Fr."
fact_place_place_zurich_switzerland_net_assets_of_separate_funds_and_foundations_amount_to_18_9_million_fr,Net assets of separate funds and foundations amount to 18.9 million Fr.
fact_date_date_1907_1907_1907_the_city_of_zurich_s_ordinary_expenses_amounted_to_about_16_million_fr_in_1907,The city of Zurich’s ordinary expenses amounted to about 16 million Fr. in 1907.
fact_date_date_1907_1907_1907_extraordinary_expenses_of_4_8_million_fr_were_incurred_in_1907,Extraordinary expenses of 4.8 million Fr. were incurred in 1907.
fact_place_place_zurich_switzerland_the_value_of_the_real_estate_owned_by_the_city_amounted_to_about_50_million_fr,The value of the real estate owned by the city amounted to about 50 million Fr.
fact_place_place_zurich_switzerland_31_million_fr_related_to_realizable_land_and_buildings,31 million Fr. related to realizable land and buildings.
fact_place_place_zurich_switzerland_19_million_fr_related_to_non_realizable_land_and_buildings_needed_for_administrative_purposes,19 million Fr. related to non-realizable land and buildings needed for administrative purposes.
fact_place_place_zurich_switzerland_mortgages_amounted_to_about_3_4_million_fr,Mortgages amounted to about 3.4 million Fr.
fact_place_place_zurich_switzerland_bonds_amounted_to_about_1_4_million_fr,Bonds amounted to about 1.4 million Fr.
fact_place_place_zurich_switzerland_invested_capital_in_municipal_enterprises_included_gasworks_11_7_million_fr_water_supply_5_6_million_fr_electricity_plant_6_4_million_fr_tramway_8_9_million_fr_mate,"Invested capital in municipal enterprises included gasworks (11.7 million Fr.), water supply (5.6 million Fr.), electricity plant (6.4 million Fr.), tramway (8.9 million Fr.), materials management (0.9 million Fr.), removal service (0.5 million Fr.), and garbage incineration plant (0.2 million Fr.)."
fact_place_place_zurich_switzerland_at_the_end_of_1907_about_4½_million_fr_were_held_in_city_administration_in_general_funds_and_foundations,"At the end of 1907, about 4½ million Fr. were held in city administration in general funds and foundations."
fact_date_date_end_of_1907_1907_1907_at_the_end_of_1907_about_4½_million_fr_were_held_in_city_administration_in_general_funds_and_foundations,"At the end of 1907, about 4½ million Fr. were held in city administration in general funds and foundations."
fact_place_place_zurich_switzerland_the_fund_for_a_pension_fund_is_for_municipal_officials_employees_and_workers_in_zurich,"The fund for a pension fund is for municipal officials, employees, and workers in Zurich."
fact_place_place_zurich_switzerland_the_citizen_municipality_of_zurich_holds_or_administers_several_funds_including_the_poor_fund_general_citizen_s_fund_zurich_municipal_usufruct_fund_orphanage_fund_f,"The citizen municipality of Zurich holds or administers several funds including the poor fund, general citizen's fund, Zurich municipal usufruct fund, orphanage fund, foundation for care homes, and city library fund."
fact_place_place_zurich_switzerland_the_foundation_of_the_municipal_usufruct_fund_consists_largely_of_the_sihlwald_forest_in_zurich,The Foundation of the municipal usufruct fund consists largely of the Sihlwald forest in Zurich.
fact_place_place_zurich_switzerland_the_revenues_of_the_foundation_of_the_municipal_usufruct_fund_were_intended_in_perpetuity_for_science_art_charity_and_youth_welfare_purposes_at_the_time_of_the_unif,"The revenues of the Foundation of the municipal usufruct fund were intended in perpetuity for science, art, charity, and youth welfare purposes at the time of the unification of the old town with the outer municipalities in 1893."
fact_date_date_end_of_1907_1907_1907_at_the_end_of_1907_the_assets_of_the_civic_funds_and_foundations_in_zurich_amounted_to_14_3_million_fr,"At the end of 1907, the assets of the civic funds and foundations in Zurich amounted to 14.3 million Fr."
fact_date_date_1893_1893_1893_in_1893_the_revenues_of_the_foundation_of_the_municipal_usufruct_fund_were_intended_in_perpetuity_for_science_art_charity_and_youth_welfare_purposes_at_the_time_of_the_un,"In 1893, the revenues of the Foundation of the municipal usufruct fund were intended in perpetuity for science, art, charity, and youth welfare purposes at the time of the unification of the old town with the outer municipalities."
fact_place_place_zurich_switzerland_the_municipality_has_a_number_of_partly_preventive_partly_repressive_public_health_care_institutions,"The municipality has a number of partly preventive, partly repressive public health care institutions."
fact_place_place_zurich_switzerland_food_control_is_managed_by_9_veterinarians,Food control is managed by 9 veterinarians.
fact_place_place_zurich_switzerland_there_is_a_permanent_sanitary_corps_and_a_municipal_laboratory_covering_all_foodstuffs_and_important_luxury_items,There is a permanent sanitary corps and a municipal laboratory covering all foodstuffs and important luxury items.
fact_place_place_zurich_switzerland_the_city_operates_a_number_of_lake_and_river_bathing_establishments,The city operates a number of lake and river bathing establishments.
fact_place_place_zurich_switzerland_the_municipality_approved_2_5_million_fr_in_april_1907_for_the_construction_of_housing_by_the_city,The municipality approved 2.5 million Fr. in April 1907 for the construction of housing by the city.
fact_place_place_zurich_switzerland_human_excrements_are_discharged_by_the_municipal_bucket_system,Human excrements are discharged by the municipal bucket system.
fact_place_place_zurich_switzerland_household_refuse_is_burned_in_the_municipal_refuse_incineration_plant,Household refuse is burned in the municipal refuse incineration plant.
fact_place_place_zurich_switzerland_effective_combat_of_the_health_hazards_of_prostitution_is_lacking,Effective combat of the health hazards of prostitution is lacking.
fact_place_place_zurich_switzerland_repressive_measures_include_compulsory_disinfection_in_cases_of_scarlet_fever_diphtheria_typhus_smallpox_epidemic_tetanus_and_puerperal_fever,"Repressive measures include compulsory disinfection in cases of scarlet fever, diphtheria, typhus, smallpox, epidemic tetanus, and puerperal fever."
fact_date_date_april_1907_1907_1907_in_april_1907_the_municipality_approved_2_5_million_fr_for_the_construction_of_housing_by_the_city,"In April 1907, the municipality approved 2.5 million Fr. for the construction of housing by the city."
fact_place_place_zurich_switzerland_around_24_000_fr_were_spent_in_1907_for_outpatient_treatment_of_poor_residents_in_zurich,"Around 24,000 Fr. were spent in 1907 for outpatient treatment of poor residents in Zurich."
fact_place_place_zurich_switzerland_164_persons_were_cared_for_in_the_municipal_emergency_hospital_in_zurich,164 persons were cared for in the municipal emergency hospital in Zurich.
fact_place_place_zurich_switzerland_the_construction_of_a_special_city_hospital_in_zurich_is_planned,The construction of a special city hospital in Zurich is planned.
fact_place_place_zurich_switzerland_private_health_care_in_zurich_operates_a_number_of_hospitals_including_zurich_children_s_hospital_the_red_cross_sisters_house_the_nursing_asylum_and_diaconesses_ins,"Private health care in Zurich operates a number of hospitals including Zurich Children's Hospital, the Red Cross Sisters’ House, the Nursing Asylum and Diaconesses’ Institute Neumünster, the Theodosianum, the Swiss institute for epileptics, and the Swiss nurses' school with women's hospital."
fact_place_place_zurich_switzerland_several_private_clinics_run_by_doctors_exist_in_zurich,Several private clinics run by doctors exist in Zurich.
fact_place_place_zurich_switzerland_mortality_conditions_in_zurich_have_continued_to_improve_since_1893,Mortality conditions in Zurich have continued to improve since 1893.
fact_date_date_1907_1907_1907_around_24_000_fr_were_spent_in_1907_for_outpatient_treatment_of_poor_residents_in_zurich,"Around 24,000 Fr. were spent in 1907 for outpatient treatment of poor residents in Zurich."
fact_date_date_1893_1893_1893_mortality_conditions_in_zurich_have_continued_to_improve_since_the_year_1893_unification_with_outer_municipalities,Mortality conditions in Zurich have continued to improve since the year 1893 (unification with outer municipalities).
fact_place_place_enge_zurich_switzerland_enge_has_a_charitable_society_pursuing_general_goals_of_charity,Enge has a charitable society pursuing general goals of charity.
fact_place_place_wiedikon_zurich_switzerland_wiedikon_has_a_charitable_society_pursuing_general_goals_of_charity,Wiedikon has a charitable society pursuing general goals of charity.
fact_place_place_neumünster_zurich_switzerland_neumünster_has_a_charitable_society_pursuing_general_goals_of_charity,Neumünster has a charitable society pursuing general goals of charity.
fact_place_place_neumünster_zurich_switzerland_the_charitable_society_neumünster_operates_a_savings_bank_an_old_age_asylum_nursery_schools_an_apprentice_home_and_protects_single_women,"The charitable society Neumünster operates a savings bank, an old-age asylum, nursery schools, an apprentice home, and protects single women."
fact_place_place_unterstrass_zurich_switzerland_unterstrass_has_a_charitable_society_pursuing_general_goals_of_charity,Unterstrass has a charitable society pursuing general goals of charity.
fact_place_place_wipkingen_zurich_switzerland_wipkingen_has_a_charitable_society_pursuing_general_goals_of_charity,Wipkingen has a charitable society pursuing general goals of charity.
fact_place_place_zurich_switzerland_the_zurich_aid_society_pursues_general_goals_of_charity,The Zurich aid society pursues general goals of charity.
fact_place_place_zurich_switzerland_the_zurich_aid_society_operates_or_protects_a_savings_bank_a_general_health_insurance_a_blind_and_deaf_mute_institution_and_a_nursery,"The Zurich aid society operates or protects a savings bank, a general health insurance, a blind and deaf-mute institution, and a nursery."
fact_place_place_zurich_switzerland_special_care_for_women_and_children_is_the_aim_of_the_zurich_section_of_the_swiss_charitable_women_s_association,Special care for women and children is the aim of the Zurich section of the Swiss charitable Women's Association.
fact_place_place_zurich_switzerland_the_zurich_section_operates_a_girls_nursery_several_crèches_and_a_household_school,"The Zurich section operates a girls' nursery, several crèches, and a household school."
fact_place_place_zurich_switzerland_the_zurich_section_supports_authorities_in_supervising_the_care_of_foster_children,The Zurich section supports authorities in supervising the care of foster children.
fact_place_place_zurich_switzerland_the_zurich_child_protection_association_offers_help_to_morally_endangered_neglected_abused_children,"The Zurich Child Protection Association offers help to morally endangered, neglected, abused children."
fact_place_place_zurich_switzerland_the_city_s_holiday_colonies_and_milk_cures_send_many_children_in_need_of_convalescence_to_the_countryside_every_year,The city's holiday colonies and milk cures send many children in need of convalescence to the countryside every year.
fact_place_place_zurich_switzerland_the_apprenticeship_sponsorship_zurich_enables_poor_boys_and_girls_to_learn_a_craft,The apprenticeship sponsorship Zurich enables poor boys and girls to learn a craft.
fact_place_place_zurich_switzerland_the_women_s_association_for_temperance_and_public_welfare_set_up_and_operated_a_number_of_alcohol_free_eateries_in_various_parts_of_the_city,The Women’s Association for Temperance and Public Welfare set up and operated a number of alcohol-free eateries in various parts of the city.
fact_place_place_zurich_switzerland_special_night_shelters_include_two_institutions_of_the_salvation_army_designed_for_the_very_poorest,Special night shelters include two institutions of the Salvation Army designed for the very poorest.
fact_place_place_zurich_switzerland_the_pestalozzi_society_operates_8_public_reading_rooms_and_a_public_library_with_branches_in_the_city,The Pestalozzi society operates 8 public reading rooms and a public library with branches in the city.
fact_place_place_zurich_switzerland_the_pestalozzi_society_organizes_popular_scientific_lectures_and_courses_publishes_writings_and_holds_folk_concerts,"The Pestalozzi society organizes popular scientific lectures and courses, publishes writings, and holds folk concerts."
fact_place_place_municipal_employment_office_a_municipal_employment_office_exists_for_job_placement_in_zurich,A municipal employment office exists for job placement in Zurich.
fact_place_place_unemployment_commission_an_unemployment_commission_operates_in_winter_in_zurich,An unemployment commission operates in winter in Zurich.
fact_place_place_unemployment_commission_in_1906_1907_the_unemployment_commission_supported_298_unemployed_persons_with_a_total_of_28_388_fr,"In 1906/1907, the unemployment commission supported 298 unemployed persons with a total of 28,388 Fr."
fact_place_place_special_office_for_housing_registration_there_is_a_special_office_for_housing_registration_in_zurich_that_publishes_a_bulletin_twice_weekly,There is a special office for housing registration in Zurich that publishes a bulletin twice weekly.
fact_place_place_zurich_switzerland_by_municipal_resolution_of_april_21_1907_construction_of_housing_by_the_city_of_zurich_was_started,"By municipal resolution of April 21, 1907, construction of housing by the city of Zurich was started."
fact_place_place_zurich_switzerland_a_credit_of_2_4_million_fr_was_approved_for_housing_construction_in_zurich,A credit of 2.4 million Fr. was approved for housing construction in Zurich.
fact_date_date_1906_1907_1906_1907_in_1906_1907_the_unemployment_commission_supported_298_unemployed_persons_with_a_total_of_28_388_fr,"In 1906/1907, the unemployment commission supported 298 unemployed persons with a total of 28,388 Fr."
fact_date_date_april_21_1907_1907_1907_by_municipal_resolution_of_april_21_1907_construction_of_housing_by_the_city_was_started,"By municipal resolution of April 21, 1907, construction of housing by the city was started."
fact_place_place_zurich_switzerland_the_city_introduced_the_nine_hour_day_as_the_maximum_working_time,The city introduced the nine-hour day as the maximum working time.
fact_place_place_zurich_switzerland_the_city_introduced_a_minimum_wage_of_5_fr_50_rp_for_skilled_workers_and_5_fr_for_unskilled_workers,The city introduced a minimum wage of 5 Fr. 50 Rp. for skilled workers and 5 Fr. for unskilled workers.
fact_place_place_zurich_switzerland_every_employee_and_worker_in_the_city_is_entitled_to_an_annual_recreation_leave_of_at_least_four_days,Every employee and worker in the city is entitled to an annual recreation leave of at least four days.
fact_place_place_zurich_switzerland_about_47_000_fr_was_spent_on_school_meals_in_the_city_in_1907,"About 47,000 Fr. was spent on school meals in the city in 1907."
fact_place_place_zurich_switzerland_clothing_costs_for_poor_pupils_amounted_to_5_407_fr_in_the_city,"Clothing costs for poor pupils amounted to 5,407 Fr. in the city."
fact_place_place_zurich_switzerland_there_are_about_50_municipal_kindergartens_in_the_city,There are about 50 municipal kindergartens in the city.
fact_place_place_zurich_switzerland_there_are_26_youth_nurseries_in_the_city,There are 26 youth nurseries in the city.
fact_place_place_zurich_switzerland_over_1_800_children_attend_the_municipal_kindergartens_in_the_city,"Over 1,800 children attend the municipal kindergartens in the city."
fact_place_place_zurich_switzerland_about_800_children_attend_the_youth_nurseries_in_the_city,About 800 children attend the youth nurseries in the city.
fact_place_place_zurich_switzerland_baths_exist_in_25_schools_in_the_city,Baths exist in 25 schools in the city.
fact_place_place_zurich_switzerland_school_health_care_in_the_city_is_led_by_a_permanent_school_doctor,School health care in the city is led by a permanent school doctor.
fact_place_place_zurich_switzerland_a_special_school_dental_clinic_exists_in_the_city,A special school dental clinic exists in the city.
fact_date_date_1907_1907_1907_about_47_000_fr_was_spent_on_school_meals_in_1907,"About 47,000 Fr. was spent on school meals in 1907."
fact_place_place_zurich_switzerland_the_area_of_the_city_of_zurich_was_continuously_inhabited_since_the_neolithic_period,The area of the city of Zurich was continuously inhabited since the Neolithic period.
fact_place_place_large_and_small_hafner_four_pile_dwellings_were_discovered_in_the_city_area_in_the_large_and_small_hafner,Four pile dwellings were discovered in the city area: in the large and small Hafner.
